X,Y,OBJECTID,SysSchool,GradeRange,SchoolAddress,SchoolCity,STATE,SchoolZipCode,MailAddress,MailCity,MailZipCode,PrincipalName,PrincipalEmail,SchoolPhone,SchoolFax,longitude,latitude,Year,SchoolYear,SystemID,SystemName,SchoolID,SchoolName,Type,ENROLLMENT_COUNT,Churn,TeacherCount,AvgExp,pYrsLt1,pYears1_10,pYears11_20,pYears21_30,pYearsGt30
-84.15797613,33.5675064,1333,6750108,PK-05,830 Moseley Dr,Stockbridge,GA,30281-2904,830 Moseley Dr,Stockbridge,30281-2904,"Thomas, Derrick",Derrick.Thomas@henry.k12.ga.us,770.506.6391, ,-84.157972,33.5675,2019,2018-19,675,Henry County,108,Woodland Elementary School,Elementary School,661,19,46,12,4,50,28,17,0
-84.20090614,33.5615714,1334,6750191,PK-05,1201 Old Conyers Rd,Stockbridge,GA,30281-2603,1201 Old Conyers Rd,Stockbridge,30281-2603,"Travis, Lisa",Lisa.Travis@henry.k12.ga.us,770.474.9983,770.474.6959,-84.200902,33.561565,2019,2018-19,675,Henry County,191,Cotton Indian Elementary School,Elementary School,663,23,45,11,11,40,29,20,0
-84.16998412,33.44745938,1335,6750194,PK-05,685 McDonough Pkwy,McDonough,GA,30253-3759,685 McDonough Pkwy,McDonough,30253-3759,"Rowe-Callaway, Jodye",Jodye.Rowe-Callaway@henry.k12.ga.us,770.914.1889,770.914.9955,-84.16998,33.447453,2019,2018-19,675,Henry County,194,Wesley Lakes Elementary School,Elementary School,766,34,49,13,2,37,43,16,2
-84.24403715,33.49590639,1336,6750196,PK-05,1309 Jodeco Rd,Stockbridge,GA,30281-5107,1309 Jodeco Rd,Stockbridge,30281-5107,"Blevins, Arthur",arthur.blevins@henry.k12.ga.us,770.389.8819,770.507.3558,-84.244033,33.4959,2019,2018-19,675,Henry County,196,Pate's Creek Elementary School,Elementary School,553,24,38,14,3,32,40,21,5
-84.13941312,33.5501854,1337,6750197,KK-05,150 Reagan Rd,Stockbridge,GA,30281-4028,150 Reagan Rd,Stockbridge,30281-4028,"Copper, Tracie Simone",tracie.copper@henry.k12.ga.us,770.898.0176,770.898.0185,-84.139409,33.550179,2019,2018-19,675,Henry County,197,Pleasant Grove Elementary School,Elementary School,496,23,38,12,13,34,32,21,0
-84.26767215,33.44055837,1338,6750200,PK-05,2450 Mount Carmel Rd,Hampton,GA,30228-2843,2450 Mount Carmel Rd,Hampton,30228-2843,"Thompson, Sean",Sean.Thompson@henry.k12.ga.us,770.897.9799,770.897.9806,-84.267668,33.440552,2019,2018-19,675,Henry County,200,Mount Carmel Elementary School,Elementary School,590,20,43,15,5,21,54,14,7
-84.13248912,33.50859539,1339,6750203,PK-05,199 E Lake Rd,McDonough,GA,30252-4815,199 E Lake Rd,McDonough,30252-4815,"Laughridge, Jennifer",Jennifer.Laughridge@henry.k12.ga.us,678.583.8947,678.583.8927,-84.132485,33.508589,2019,2018-19,675,Henry County,203,East Lake Elementary,Elementary School,650,10,44,18,2,18,36,34,9
-84.24690615,33.46986238,1340,6750206,8-Jun,155 Mitchell Rd,Hampton,GA,30228-1729,155 Mitchell Rd,Hampton,30228-1729,"Griffin, Shawana",shawana.griffin@henry.k12.ga.us,770.515.7500,770.515.7505,-84.246902,33.469856,2019,2018-19,675,Henry County,206,Dutchtown Middle School,Middle School,1173,15,61,10,5,49,34,12,0
-84.0766401,33.50422639,1341,6750207,PK-05,2825 Highway 20 E,McDonough,GA,30252-4502,2825 Highway 20 E,McDonough,30252-4502,"McRae, Kristen", ,770.288.3237,..,-84.076636,33.50422,2019,2018-19,675,Henry County,207,Timber Ridge Elementary School,Elementary School,606,14,39,15,3,31,39,26,3
-84.15490412,33.46874038,1342,6750208,PK-05,3535 McDonough Pkwy,McDonough,GA,30253-5550,3535 McDonough Pkwy,McDonough,30253-5550,"Latschar, Fredric",Fredric.Latschar@henry.k12.ga.us,770.288.8561, ,-84.1549,33.468734,2019,2018-19,675,Henry County,208,Walnut Creek Elementary,Elementary School,636,30,46,12,4,48,26,17,4
-84.14494411,33.38293137,1343,6750209,PK-05,1000 Academic Pkwy,Locust Grove,GA,30248-2579,1000 Academic Parkway,Locust Grove,30248,"Askew, Jessalyn R.",jessalyn.askew@henry.k12.ga.us,770.288.8571,770.898.0461,-84.14494,33.382925,2019,2018-19,675,Henry County,209,Bethlehem Elementary School,Elementary School,447,27,31,10,7,55,23,16,0
-84.24183014,33.37797136,1344,6750211,PK-05,803 Hampton Locust Grove Rd,Hampton,GA,30228-2424,803 Hampton Locust Grove Rd,Hampton,30228-2424,"Ayannuga, Sonya",sonya.ayannuga@henry.k12.ga.us,770.707.1469, ,-84.241826,33.377965,2019,2018-19,675,Henry County,211,Rocky Creek Elementary,Elementary School,679,19,43,12,0,44,42,14,0
-84.05873309,33.34885436,1345,6750213,8-Jun,3315 S Ola Rd,Locust Grove,GA,30248-4039,3315 S Ola Rd,Locust Grove,30248-4039,"Van Tone, Kevin", ,770.957.6055, ,-84.058729,33.348848,2019,2018-19,675,Henry County,213,Locust Grove Middle,Middle School,1039,16,51,13,8,37,31,24,0
-84.05838309,33.35151336,1346,6750214,12-Sep,3275 S Ola Rd,Locust Grove,GA,30248-4039,3275 S Ola Rd,Locust Grove,30248-4039,"Townsend, Anthony",anthony.townsend@henry.k12.ga.us,770.898.1452, ,-84.058379,33.351507,2019,2018-19,675,Henry County,214,Locust Grove High,High School,1436,11,79,14,0,38,37,22,4
-84.24742514,33.37832336,1347,6750215,8-Jun,799 Hampton Locust Grove Rd,Hampton,GA,30228-2422,799 Hampton Locust Grove Rd,Hampton,30228-2422,"Jackson, Purvis", ,770.707.2130, ,-84.247421,33.378317,2019,2018-19,675,Henry County,215,Hampton Middle School,Middle School,949,21,52,9,15,50,25,10,0
-84.19696613,33.43002537,1348,6750291,PK-05,551 Highway 81 W,McDonough,GA,30253-6412,551 Highway 81 W,McDonough,30253-6412,"Grant, Tyrome", ,770.954.1901,770.914.5565,-84.196962,33.430019,2019,2018-19,675,Henry County,291,Oakland Elementary School,Elementary School,685,41,46,12,2,52,26,17,2
-84.18407814,33.60673141,1349,6750294,PK-05,50 Austin Rd,Stockbridge,GA,30281-1249,50 Austin Rd,Stockbridge,30281-1249,"Barney, Lois",Lois.Barney@henry.k12.ga.us,770.389.6556,770.389.5909,-84.184074,33.606725,2019,2018-19,675,Henry County,294,Austin Road Elementary School,Elementary School,339,21,24,11,0,46,46,8,0
-84.20282514,33.5641114,1350,6750295,12-Sep,1151 Old Conyers Rd,Stockbridge,GA,30281-2605,1151 Old Conyers Rd,Stockbridge,30281-2605,"Watson, Eric",ewatson@henry.k12.ga.us,770.474.8747, ,-84.202821,33.564105,2019,2018-19,675,Henry County,295,Stockbridge High School,High School,1485,22,86,13,5,35,42,15,4
-84.16911113,33.50673839,1351,6750297,KK-05,841 Brannan Rd,McDonough,GA,30253-4749,841 Brannan Rd,McDonough,30253-4749,"surette, marla",marla.surette@henry.k12.ga.us,770.898.0107,770.898.0114,-84.169107,33.506732,2019,2018-19,675,Henry County,297,Hickory Flat Elementary School,Elementary School,657,30,44,13,2,48,27,16,7
-84.07517509,33.37469037,1352,6750303,PK-05,1180 Leguin Mill Rd,Locust Grove,GA,30248-3210,1180 Leguin Mill Rd,Locust Grove,30248-3210,"Wilson, Anne",anne.wilson@henry.k12.ga.us,770.898.8886,770.898.8834,-84.075171,33.374684,2019,2018-19,675,Henry County,303,Unity Grove Elementary School,Elementary School,781,17,50,17,2,16,42,36,4
-84.04401009,33.44627038,1353,6750307,12-Sep,357 N Ola Rd,McDonough,GA,30252-5621,357 N Ola Rd,McDonough,30252-5621,"Shedd, David",David.Shedd@henry.k12.ga.us,770.288.3222,..,-84.044006,33.446264,2019,2018-19,675,Henry County,307,Ola High School,High School,1656,10,92,14,0,41,37,17,4
-84.15666813,33.5656934,1354,6750308,8-Jun,820 Moseley Dr,Stockbridge,GA,30281-2904,820 Moseley Dr,Stockbridge,30281-2904,"Jackson, Joycelyn",jjackson@henry.k12.ga.us,770.389.2774, ,-84.156664,33.565687,2019,2018-19,675,Henry County,308,Woodland Middle School,Middle School,803,15,44,13,5,30,50,11,5
-84.25519415,33.38012236,1355,6750315,12-Sep,795 Hampton Locust Grove Rd,Hampton,GA,30228-2422,795 Hampton Locust Grove Rd,Hampton,30228-2422,"Gore, Martin",mgore@henry.k12.ga.us,770.707.2130, ,-84.25519,33.380116,2019,2018-19,675,Henry County,315,Hampton High School,High School,1197,16,67,10,8,52,28,10,2
-84.20840514,33.49001439,1356,6750391,12-Sep,301 Tunis Rd,McDonough,GA,30253-4204,301 Tunis Rd,McDonough,30253-4204,"Jones, Kesha",kesha.jones@henry.k12.ga.us,770.954.9515,770.914.9789,-84.208401,33.490008,2019,2018-19,675,Henry County,391,Eagle's Landing High School,High School,1438,21,83,11,8,52,21,16,4
-84.20869014,33.48819539,1357,6750394,8-Jun,295 Tunis Rd,McDonough,GA,30253-4202,295 Tunis Rd,McDonough,30253-4202,"Douglas, Malik",malik.douglas@henry.k12.ga.us,770.914.8189,770.914.2989,-84.208686,33.488189,2019,2018-19,675,Henry County,394,Eagle's Landing Middle School,Middle School,1070,28,57,14,0,39,33,26,2
-84.18406814,33.60939541,1358,6750397,8-Jun,100 Austin Rd,Stockbridge,GA,30281-1247,100 Austin Rd,Stockbridge,30281-1247,"Wiley, Gabriel",Gabriel.Wiley@henry.k12.ga.us,770.507.5407,770.507.5413,-84.184064,33.609389,2019,2018-19,675,Henry County,397,Austin Road Middle School,Middle School,651,20,34,12,3,32,50,15,0
-84.26434415,33.52335539,1359,6750403,PK-05,175 Monarch Village Way,Stockbridge,GA,30281-9113,175 Monarch Village Way,Stockbridge,30281-9113,"Akbar, Shaakira",Shaakira.Akbar@henry.k12.ga.us,770.389.1464,770.389.1737,-84.26434,33.523349,2019,2018-19,675,Henry County,403,Red Oak Elementary School,Elementary School,746,22,50,15,12,26,32,26,4
-84.02443208,33.40136537,1360,6750407,PK-05,1655 New Hope Rd,Locust Grove,GA,30248-2236,1655 New Hope Rd,Locust Grove,30248-2236,"Foster, Jacquelyn",Jacquelyn.Foster@henry.k12.ga.us,770.898.7362,..,-84.024428,33.401359,2019,2018-19,675,Henry County,407,New Hope Elementary,Elementary School,708,10,48,11,4,54,29,8,4
-84.15300713,33.5622654,1361,6750408,12-Sep,800 Moseley Dr,Stockbridge,GA,30281-2904,800 Moseley Dr,Stockbridge,30281-2904,"Ellis, Shannon",Shannon.Ellis@henry.k12.ga.us,770.389.2784, ,-84.153003,33.562259,2019,2018-19,675,Henry County,408,Woodland High School,High School,1482,13,86,14,5,38,34,20,4
-84.1135061,33.39322737,1362,6750409,PK-05,225 Coan Dr,McDonough,GA,30252-7641,225 Coan Dr,McDonough,30252-7641,"Lakani-Jones, Jocelyn",jocelyn.lakanijones@henry.k12.ga.us,770.957.0164, ,-84.113502,33.393221,2019,2018-19,675,Henry County,409,Tussahaw Elementary,Elementary School,798,28,53,13,4,38,43,13,2
-84.19991214,33.49399139,1363,6750503,PK-05,425 Peach Dr,McDonough,GA,30253-4615,425 Peach Dr,McDonough,30253-4615,"Obenauf, Toni Lane",toni.obenhauf@henry.k12.ga.us,770.954.3522,770.954.3525,-84.199908,33.493985,2019,2018-19,675,Henry County,503,Flippen Elementary School,Elementary School,653,26,42,13,10,41,21,26,2
-84.04109609,33.44529038,1364,6750507,8-Jun,353 N Ola Rd,McDonough,GA,30252-5621,353 N Ola Rd,McDonough,30252-5621,"Anderson, Christine",christine.anderson@henry.k12.ga.us,770.288.2108,..,-84.041092,33.445284,2019,2018-19,675,Henry County,507,Ola Middle School,Middle School,1255,12,67,13,5,39,40,16,0
-83.98419407,33.42152338,1365,6750509,PK-05,1550 Stroud Rd,McDonough,GA,30252-6265,1550 Stroud Rd,McDonough,30252-6265,"Almand, Bonnie",bonnie.almand@henry.k12.ga.us,770.957.6851, ,-83.98419,33.421517,2019,2018-19,675,Henry County,509,Rock Spring Elementary,Elementary School,800,8,49,15,6,29,39,20,6
-84.20365513,33.37404736,1366,6750603,8-Jun,2075 Hampton Locust Grove Rd,Locust Grove,GA,30248-2017,2075 Hampton Locust Grove Rd,Locust Grove,30248-2017,"Stanley, Mary Carol",MaryCarol.Stanley@henry.k12.ga.us,678.583.8919,678.583.8920,-84.203651,33.374041,2019,2018-19,675,Henry County,603,Luella Middle School,Middle School,936,21,47,13,11,40,21,17,11
-84.12979112,33.50630039,1367,6750703,8-Jun,210 E Lake Rd,McDonough,GA,30252-4813,210 E Lake Rd,McDonough,30252-4813,"Isenberg, Matt",Matthew.Isenberg@henry.k12.ga.us,678.583.8978,678.583.8580,-84.129787,33.506294,2019,2018-19,675,Henry County,703,Union Grove Middle,Middle School,1040,11,57,15,7,25,40,26,2
-84.13620011,33.45067938,1368,6750804,12-Jun,330 Tomlinson St,McDonough,GA,30253-2401,330 Tomlinson St,McDonough,30253-2401,"Anderson, Kimberly",Kimberly.Anderson@henry.k12.ga.us,770.957.4101, ,-84.136196,33.450673,2019,2018-19,675,Henry County,804,EXCEL Academy,High School,131,470,24,14,0,33,46,21,0
-84.22848815,33.60932141,1369,6751050,PK-05,458 Fairview Rd,Stockbridge,GA,30281-1040,458 Fairview Rd,Stockbridge,30281-1040,"Benjamin, Vaneisa",Vaneisa.Benjamin@henry.k12.ga.us,770.474.8265,770.474.5528,-84.228484,33.609315,2019,2018-19,675,Henry County,1050,Fairview Elementary School,Elementary School,536,22,38,12,5,47,29,13,5
-84.28749816,33.39023636,1370,6752050,PK-05,10 Central Ave,Hampton,GA,30228-2162,10 Central Ave,Hampton,30228-2162,"Keefer, Brian",Brian.Keefer@henry.k12.ga.us,770.946.4345,770.946.3472,-84.287494,33.39023,2019,2018-19,675,Henry County,2050,Hampton Elementary School,Elementary School,356,27,31,12,7,42,32,13,7
-84.23628515,33.53732339,1371,6752552,5-Apr,147 Tye St,Stockbridge,GA,30281-3507,147 Tye St,Stockbridge,30281-3507,"Flemister-Bell, Carolyn Denise",cflemisterbell@henry.k12.ga.us,770.474.4066,770.474.0039,-84.236281,33.537317,2019,2018-19,675,Henry County,2552,Smith-Barnes Elementary School,Elementary School,313,27,24,18,4,29,25,21,21
-84.13654911,33.43939938,1372,6753050,12-Sep,155 Postmaster Dr,McDonough,GA,30253-3313,155 Postmaster Dr,McDonough,30253-3313,"Mattox, Antonio", ,470.615.3450,770.957.0368,-84.136545,33.439393,2019,2018-19,675,Henry County,3050,McDonough High School,High School,1070,25,152,13,3,39,40,14,5
-84.23112315,33.5430494,1373,6753052,PK-03,4617 N Henry Blvd,Stockbridge,GA,30281-3648,4617 N Henry Blvd,Stockbridge,30281-3648,"Jewell, Cynthia",Cynthia.Jewell@henry.k12.ga.us,770.474.8743,770.474.2357,-84.231119,33.543043,2019,2018-19,675,Henry County,3052,Stockbridge Elementary School,Elementary School,539,36,41,12,12,42,24,20,2
-84.13005511,33.44003438,1374,6754050,8-Jun,175 Postmaster Dr,McDonough,GA,30253-3313,175 Postmaster Dr,McDonough,30253-3313,"Wiggins, Larita", ,470.615.3460,770.914.9537,-84.130051,33.440028,2019,2018-19,675,Henry County,4050,McDonough Middle School,Middle School,776,30,44,11,14,46,25,16,0
-84.1088351,33.33860936,1375,6755050,PK-05,95 Martin Luther King Jr Blvd,Locust Grove,GA,30248-4302,95 Martin Luther King Jr Blvd,Locust Grove,30248-4302,"Scott, Attenya",Attenya.Scott@henry.k12.ga.us,770.957.5416,770.957.4775,-84.108831,33.338603,2019,2018-19,675,Henry County,5050,Locust Grove Elementary School,Elementary School,407,32,31,9,10,55,29,7,0
-84.22178814,33.5580564,1376,6755052,8-Jun,533 Old Conyers Rd,Stockbridge,GA,30281-2507,533 Old Conyers Rd,Stockbridge,30281-2507,"Forbes, Julissa", ,770.474.5710,770.507.8406,-84.221784,33.55805,2019,2018-19,675,Henry County,5052,Stockbridge Middle School,Middle School,720,31,39,11,5,44,39,13,0
-83.71012595,32.63008622,1377,6760100,PK-05,3591 US Highway 41 N,Byron,GA,31008-3709,3591 US Highway 41 N,Byron,31008-3709,"McGee, Andrea", ,478.953.0450,478.953.0444,-83.710122,32.63008,2019,2018-19,676,Houston County,100,Eagle Springs Elementary,Elementary School,727,16,52,13,6,42,33,17,2
-83.61141792,32.60873021,1378,6760102,PK-02,61 Martin Luther King Jr Blvd,Warner Robins,GA,31088-4787,61 Martin Luther King Jr Blvd,Warner Robins,31088-4787,"Connor, Alicia", ,478.929.6361,478.929.6366,-83.611414,32.608724,2019,2018-19,676,Houston County,102,C. B. Watson Primary School,Elementary School,434,28,42,13,0,52,29,17,2
-83.69546294,32.57758221,1379,6760103,PK-02,995 Lake Joy Rd,Warner Robins,GA,31088-3003,995 Lake Joy Rd,Warner Robins,31088-3003,"Strevig, April", ,478.953.0465,478.953.0473,-83.695459,32.577576,2019,2018-19,676,Houston County,103,Lake Joy Primary School,Elementary School,626,13,46,15,9,30,20,41,0
-83.67402894,32.5479132,1380,6760104,PK-02,150 Jerry Barker Dr,Warner Robins,GA,31088-0738,150 Jerry Barker Dr,Warner Robins,31088-0738,"Shultz, Leslie", ,478.218.7500,478.218.7508,-83.674025,32.547907,2019,2018-19,676,Houston County,104,David A. Perdue Primary,Elementary School,628,14,46,14,4,39,28,24,4
-83.60131192,32.59892221,1381,6760105,8-Jun,206 Wellborn Rd,Warner Robins,GA,31088-4828,206 Wellborn Rd,Warner Robins,31088-4828,"Taylor, Gwendolyn", ,478.542.2240,478.542.2247,-83.601308,32.598916,2019,2018-19,676,Houston County,105,Huntington Middle School,Middle School,818,25,58,14,7,29,35,29,0
-83.70096594,32.5338872,1382,6760108,8-Jun,200 Danny Carpenter Dr,Kathleen,GA,31047-3006,200 Danny Carpenter Dr,Kathleen,31047-3006,"Gentry, Andy", ,478.988.6171,..,-83.700962,32.533881,2019,2018-19,676,Houston County,108,Mossy Creek Middle School,Middle School,734,10,46,14,7,24,46,24,0
-83.61300692,32.51394119,1383,6760111,12-Sep,340 Piney Grove Rd,Kathleen,GA,31047-2605,340 Piney Grove Rd,Kathleen,31047-2605,"Brown, Chris", ,478.218.7537, ,-83.613003,32.513935,2019,2018-19,676,Houston County,111,Veterans High School,High School,1659,9,89,13,3,33,48,15,1
-83.61625792,32.60244821,1384,6760116,12-Jun,215 Scott Blvd,Warner Robins,GA,31088-4382,215 Scott Blvd,Warner Robins,31088-4382,"Walker, Ronnie",crossroads.hs@hcbe.net,478.929.7828, ,-83.616254,32.602442,2019,2018-19,676,Houston County,116,Houston County WIN Academy,High School,137,312,26,14,0,39,42,15,4
-83.70279994,32.49882819,1385,6760117,PK-05,315 Langston Rd,Perry,GA,31069-9323,315 Langston Rd,Perry,31069-9323,"Mayfield, Elgin",elgin.mayfield@hcbe.net,478.988.6160, ,-83.702796,32.498822,2019,2018-19,676,Houston County,117,Langston Road Elementary School,Elementary School,739,11,47,16,4,26,43,23,4
-83.60702492,32.61135422,1386,6760175,5-Mar,420 Pearl Stephens Way,Warner Robins,GA,31098,420 Pearl Stephens Way,Warner Robins,31098,"Smith, Gloria", ,478.929.6360,478.929.7109,-83.607021,32.611348,2019,2018-19,676,Houston County,175,Pearl Stephens Elementary School,Elementary School,446,24,33,13,6,46,27,18,3
-83.65715694,32.65527522,1387,6760191,PK-05,305 Sullivan Rd,Warner Robins,GA,31093-7036,305 Sullivan Rd,Warner Robins,31093-7036,"Sams, David Ray", ,478.929.7816,478.329.2233,-83.657153,32.655269,2019,2018-19,676,Houston County,191,Northside Elementary School,Elementary School,518,21,38,13,5,45,26,18,5
-83.67467594,32.5523102,1388,6760192,12-Sep,920 Ga Highway 96,Warner Robins,GA,31088-2502,920 Ga Highway 96,Warner Robins,31088-2502,"Rizer, Douglas",douglas.rizer@hcbe.net,478.988.6340,478.988.6341,-83.674672,32.552304,2019,2018-19,676,Houston County,192,Houston County High School,High School,1905,8,104,15,2,28,48,19,3
-83.67083194,32.5494352,1389,6760194,5-Mar,115 Sutherlin Dr,Warner Robins,GA,31088-2259,115 Sutherlin Dr,Warner Robins,31088-2259,"Payne, Andy",andy.payne@hcbe.net,478.988.6350,478.988.6109,-83.670828,32.549429,2019,2018-19,676,Houston County,194,David A. Perdue Elementary School,Elementary School,661,11,38,14,0,26,61,13,0
-83.68805094,32.60866121,1390,6760195,PK-05,250 Smithville Church Rd,Warner Robins,GA,31088-7802,250 Smithville Church Rd,Warner Robins,31088-7802,"Wiggins, Dana", ,478.953.0415,478.953.0425,-83.688047,32.608655,2019,2018-19,676,Houston County,195,Quail Run Elementary School,Elementary School,686,15,48,15,6,25,42,21,6
-83.67576094,32.5702112,1391,6760196,8-Jun,1200 Feagin Mill Rd,Warner Robins,GA,31088-2904,1200 Feagin Mill Rd,Warner Robins,31088-2904,"Sams, Mark", ,478.953.0430,478.953.0438,-83.675757,32.570205,2019,2018-19,676,Houston County,196,Feagin Mill Middle School,Middle School,935,9,60,13,5,38,33,22,2
-83.65103493,32.50510119,1392,6760199,PK-05,2500 Ga Highway 127,Kathleen,GA,31047-2828,2500 Ga Highway 127,Kathleen,31047-2828,"Harrell, VaRee", ,478.988.6170,478.988.6178,-83.651031,32.505095,2019,2018-19,676,Houston County,199,Matthew Arthur Elementary School,Elementary School,737,15,51,14,2,43,29,26,0
-83.72682095,32.48541518,1393,6760200,8-Jun,495 Perry Pkwy,Perry,GA,31069-2862,495 Perry Pkwy,Perry,31069-2862,"Burch, Heath", ,478.988.6285,478.988.6345,-83.726817,32.485409,2019,2018-19,676,Houston County,200,Perry Middle School,Middle School,864,14,58,17,0,19,52,29,0
-83.69374395,32.63419622,1394,6760204,8-Jun,301 Thomson Street,Centerville,GA,31028-1025,301 Thomson Street,Centerville,31028-1025,"Wynn, Scott", ,478.953.0488,478.953.0484,-83.69374,32.63419,2019,2018-19,676,Houston County,204,Thomson Middle School,Middle School,779,21,53,16,4,25,43,25,4
-83.69492294,32.5753112,1395,6760208,5-Mar,985 Lake Joy Rd,Warner Robins,GA,31088-3003,985 Lake Joy Rd,Warner Robins,31088-3003,"Godman, Tami",tami.godman@hcbe.net,478.971.2712,..,-83.694919,32.575305,2019,2018-19,676,Houston County,208,Lake Joy Elementary School,Elementary School,620,9,34,14,6,24,47,21,3
-83.58831991,32.5443612,1396,6760296,8-Jun,125 Ga Highway 96 East,Bonaire,GA,31005-3461,125 Ga Highway 96 East,Bonaire,31005-3461,"Keenom, Alyson", ,478.929.6236,478.929.6245,-83.588316,32.544355,2019,2018-19,676,Houston County,296,Bonaire Middle School,Middle School,1041,9,59,17,3,22,39,36,0
-83.62129292,32.5430122,1397,6760309,PK-05,301 Robert Bryson Smith Pkwy,Bonaire,GA,31005-5201,301 Robert Bryson Smith Pkwy,Bonaire,31005-5201,"Glover, Ovedia",ovedia.glover@hcbe.net,478.929.6114, ,-83.621289,32.543006,2019,2018-19,676,Houston County,309,Hilltop Elementary School,Elementary School,651,12,41,13,2,44,32,20,2
-83.60067492,32.5472102,1398,6761050,PK-05,101 Elm St,Bonaire,GA,31005-3433,101 Elm St,Bonaire,31005-3433,"Gardner, Catherine", ,478.929.7826,478.542.2281,-83.600671,32.547204,2019,2018-19,676,Houston County,1050,Bonaire Elementary School,Elementary School,811,9,51,13,6,28,49,16,2
-83.64495493,32.63507922,1399,6761052,8-Jun,500 Johnson Rd,Warner Robins,GA,31093-1520,500 Johnson Rd,Warner Robins,31093-1520,"Melnick, Jan", ,478.929.7845,478.929.7124,-83.644951,32.635073,2019,2018-19,676,Houston County,1052,Northside Middle School,Middle School,899,23,58,15,0,24,50,22,3
-83.72587695,32.46727918,1400,6761054,12-Sep,1307 North Ave,Perry,GA,31069-2614,1307 North Ave,Perry,31069-2614,"Albritton, Darryl", ,478.988.6297,478.988.6381,-83.725873,32.467273,2019,2018-19,676,Houston County,1054,Perry High School,High School,1367,12,72,16,0,28,39,28,6
-83.68913994,32.62902022,1401,6762050,PK-05,450 N Houston Lake Blvd,Centerville,GA,31028-1120,450 N Houston Lake Blvd,Centerville,31028-1120,"Bowden, Ruthann", ,478.953.0400,4789530411,-83.689136,32.629014,2019,2018-19,676,Houston County,2050,Centerville Elementary School,Elementary School,584,23,39,14,3,39,41,18,0
-83.63080193,32.62699122,1402,6762052,12-Sep,926 Green St,Warner Robins,GA,31093-2742,926 Green St,Warner Robins,31093-2742,"Dean, Jody",jody.dean@hcbe.net,478.929.7858,478.929.7813,-83.630798,32.626985,2019,2018-19,676,Houston County,2052,Northside High School,High School,1827,17,104,16,2,23,47,26,2
-83.71054094,32.46427518,1403,6762054,PK-05,1206 Morningside Dr,Perry,GA,31069-2926,1206 Morningside Dr,Perry,31069-2926,"Witt, Patricia Anne", ,912.988.6261,9129886265,-83.710537,32.464269,2019,2018-19,676,Houston County,2054,Morningside Elementary School,Elementary School,444,21,31,14,0,42,32,26,0
-83.62417193,32.62144222,1404,6762058,PK-05,201 N Pleasant Hill Rd,Warner Robins,GA,31093-3282,201 N Pleasant Hill Rd,Warner Robins,31093-3282,"Hammond, Cynthia", ,478.929.7820,4789297122,-83.624168,32.621436,2019,2018-19,676,Houston County,2058,Westside Elementary School,Elementary School,502,40,39,11,3,49,36,13,0
-83.62975993,32.62441622,1405,6763052,PK-05,503 Parkwood Dr,Warner Robins,GA,31093-3128,503 Parkwood Dr,Warner Robins,31093-3128,"Peavy, Greg", ,478.929.7822,478.542.2273,-83.629756,32.62441,2019,2018-19,676,Houston County,3052,Parkwood Elementary School,Elementary School,623,33,45,11,4,56,22,16,2
-83.72187195,32.44881518,1406,6763056,PK-05,1300 Tucker Rd,Perry,GA,31069-3744,1300 Tucker Rd,Perry,31069-3744,"Williams, Eddie", ,478.988.6278,478.988.6379,-83.721868,32.448809,2019,2018-19,676,Houston County,3056,Tucker Elementary School,Elementary School,442,15,33,10,9,49,27,15,0
-83.65314793,32.45513318,1407,6763550,PK-05,460 Arena Rd,Perry,GA,31069-9577,460 Arena Rd,Perry,31069-9577,"Ray, William",william.ray@hcbe.net,478.988.6273,478.988.6346,-83.653144,32.455127,2019,2018-19,676,Houston County,3550,Kings Chapel Elementary School,Elementary School,500,9,33,16,6,30,27,30,6
-83.61631392,32.63907422,1408,6764050,PK-05,81 Tabor Dr,Warner Robins,GA,31093-1949,81 Tabor Dr,Warner Robins,31093-1949,"Baker-Busby, Anisa", ,478.929.7818,478.542.2296,-83.61631,32.639068,2019,2018-19,676,Houston County,4050,Lindsey Elementary School,Elementary School,227,34,25,13,0,48,24,28,0
-83.63539193,32.59561521,1409,6764054,PK-05,101 Patriot Way,Warner Robins,GA,31088-5652,101 Patriot Way,Warner Robins,31088-5652,"Wilson, William", ,478.929.7830,478.542.2272,-83.635388,32.595609,2019,2018-19,676,Houston County,4054,Russell Elementary School,Elementary School,635,22,49,15,2,39,33,18,8
-83.61360192,32.60963422,1410,6764056,12-Sep,401 S Davis Dr,Warner Robins,GA,31088-4975,401 S Davis Dr,Warner Robins,31088-4975,"Monday, Stephen", ,478.929.7877,478.929.7769,-83.613598,32.609628,2019,2018-19,676,Houston County,4056,Warner Robins High School,High School,1612,20,95,15,5,26,40,26,2
-83.63872393,32.61526222,1411,6765050,PK-05,101 Pine Valley Dr,Warner Robins,GA,31088-4007,101 Pine Valley Dr,Warner Robins,31088-4007,"Johnson, Elizabeth",elizabeth.johnson@hcbe.net,478.929.7814,478.929.7762,-83.63872,32.615256,2019,2018-19,676,Houston County,5050,Miller Elementary School,Elementary School,491,31,35,13,6,40,37,14,3
